2022/10/5 9:21 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
391,11:00～12:00,10月5日,9:16,10,91

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2022/10/5,19:25,,
2022/10/5,19:30,,
2022/10/5,19:35,,
2022/10/5,19:40,,
2022/10/5,19:45,,
2022/10/5,19:50,,
2022/10/5,19:55,,
2022/10/5,20:00,,
2022/10/5,20:05,,
2022/10/5,20:10,,
2022/10/5,20:15,,
2022/10/5,20:20,,
2022/10/5,20:25,,
2022/10/5,20:30,,
2022/10/5,20:35,,
2022/10/5,20:40,,
2022/10/5,20:45,,
2022/10/5,20:50,,
2022/10/5,20:55,,
2022/10/5,21:00,,
2022/10/5,21:05,,
2022/10/5,21:10,,
2022/10/5,21:15,,
2022/10/5,21:20,,
2022/10/5,21:25,,
2022/10/5,21:30,,
2022/10/5,21:35,,
2022/10/5,21:40,,
2022/10/5,21:45,,
2022/10/5,21:50,,
2022/10/5,21:55,,
2022/10/5,22:00,,
2022/10/5,22:05,,
2022/10/5,22:10,,
2022/10/5,22:15,,
2022/10/5,22:20,,
2022/10/5,22:25,,
2022/10/5,22:30,,
2022/10/5,22:35,,
2022/10/5,22:40,,
2022/10/5,22:45,,
2022/10/5,22:50,,
2022/10/5,22:55,,
2022/10/5,23:00,,
2022/10/5,23:05,,
2022/10/5,23:10,,
2022/10/5,23:15,,
2022/10/5,23:20,,
2022/10/5,23:25,,
2022/10/5,23:30,,
2022/10/5,23:35,,
2022/10/5,23:40,,
2022/10/5,23:45,,
2022/10/5,23:50,,
2022/10/5,23:55,,
